build_1,fridge freezer,1
build_1,fan,1
build_1,laptop computer,3
build_1,light,2
build_1,light,5
build_1,television,1
build_1,broadband router,1
build_1,light,8
build_1,USB hub,1
build_1,radio,3
build_1,washer dryer,1
build_1,vacuum cleaner,1
build_1,light,11
build_1,light,14
build_1,water pump,1
build_1,audio amplifier,1
build_1,baby monitor,2
build_1,computer monitor,1
build_1,external hard disk,1
build_1,mobile phone charger,2
build_1,food processor,2
build_1,laptop computer,2
build_1,boiler,1
build_1,active subwoofer,1
build_1,coffee maker,1
build_1,hair straighteners,1
build_1,immersion heater,1
build_1,security alarm,1
build_1,light,1
build_1,light,7
build_1,clothes iron,1
build_1,toasted sandwich maker,1
build_1,toaster,1
build_1,soldering iron,1
build_1,light,4
build_1,light,16
build_1,light,10
build_1,radio,2
build_1,baby monitor,1
build_1,light,13
build_1,hair dryer,1
build_1,audio system,2
build_1,ethernet switch,1
build_1,printer,1
build_1,desktop computer,1
build_1,breadmaker,1
build_1,food processor,1
build_1,microwave,1
build_1,kettle,1
build_1,mobile phone charger,1
build_1,laptop computer,1
build_1,solar thermal pumping station,1
build_1,charger,1
build_1,fan,2
build_1,computer,1
build_1,dish washer,1
build_1,light,3
build_1,light,9
build_1,light,6
build_1,radio,1
build_1,kitchen aid,1
build_1,tablet computer charger,1
build_1,light,12
build_1,light,15
build_1,audio system,1
build_1,drill,1
build_1,HTPC,1
build_1,wireless phone charger,1
build_1,oven,1
build_2,rice cooker,1
build_2,washing machine,1
build_2,microwave,1
build_2,computer,1
build_2,dish washer,1
build_2,toaster,1
build_2,computer monitor,1
build_2,external hard disk,1
build_2,games console,1
build_2,cooker,1
build_2,fridge,1
build_2,running machine,1
build_2,modem,1
build_2,laptop computer,2
build_2,broadband router,1
build_2,kettle,1
build_2,laptop computer,1
build_2,active speaker,1
build_3,kettle,1
build_3,laptop computer,1
build_3,electric space heater,1
build_3,projector,1
build_4,DVD player,1
build_4,washing machine,1
build_4,microwave,1
build_4,freezer,1
build_4,radio,1
build_4,boiler,1
build_4,television,1
build_4,breadmaker,1
build_4,kettle,1
build_4,set top box,1
build_4,light,1
build_5,fridge freezer,1
build_5,electric stove,1
build_5,electric oven,1
build_5,television,1
build_5,washer dryer,1
build_5,vacuum cleaner,1
build_5,audio amplifier,1
build_5,computer monitor,1
build_5,desktop computer,2
build_5,coffee maker,1
build_5,clothes iron,1
build_5,games console,1
build_5,toaster,1
build_5,hair dryer,1
build_5,network attached storage,1
build_5,desktop computer,1
build_5,running machine,1
build_5,kettle,1
build_5,server computer,1
build_5,microwave,1
build_5,set top box,1
build_5,dish washer,1
build_5,active speaker,1
build_5,computer monitor,2
